1,6,3
2,6,5
3,6,11
4,94,10
5,94,19
6,94,23
7,95,10
8,95,19
9,95,23
10,96,10
11,96,19
12,96,23
13,98,15
14,98,9
15,98,11
16,100,16
17,100,11
18,100,10
19,101,10
20,101,11
21,101,23
22,102,11
23,102,10
24,102,16
25,74,4
26,74,9
27,74,18
28,75,4
29,75,13
30,75,18
31,76,4
32,76,9
33,77,11
34,77,18
35,77,9
36,78,4
37,78,9
38,78,18
39,79,4
40,79,9
41,79,15
42,80,4
43,80,9
44,80,15
45,81,4
46,81,9
47,82,9
48,82,13
49,82,18
50,83,9
51,83,11
52,83,18
53,84,4
54,84,11
55,84,21
56,85,3
57,85,19
58,85,21
59,86,4
60,86,9
61,86,18
62,87,11
63,87,4
64,87,23
65,88,4
66,88,9
67,89,11
68,89,23
69,89,19
70,90,4
71,90,9
72,90,15
73,91,19
74,91,11
75,91,23
76,92,19
77,92,21
78,92,3
79,93,4
80,93,9
81,93,18
82,46,10
83,46,3
84,46,16
85,47,10
86,47,16
87,47,9
88,48,2
89,48,15
90,48,20
91,49,2
92,49,15
93,49,20
94,50,5
95,50,2
96,50,11
97,51,10
98,51,11
99,51,9
100,52,10
101,52,7
102,52,3
103,53,1
104,53,5
105,53,17
106,54,2
107,54,5
108,54,14
109,55,1
110,55,5
111,55,7
112,56,10
113,56,9
114,56,19
115,57,4
116,57,3
117,57,9
118,58,7
119,58,19
120,58,11
121,59,11
122,59,9
123,59,16
124,60,10
125,60,3
126,60,19
127,61,11
128,61,13
129,61,9
130,62,10
131,62,7
132,62,19
133,63,11
134,63,16
135,63,9
136,64,11
137,64,13
138,64,7
139,65,2
140,65,11
141,65,5
142,66,9
143,66,11
144,66,20
145,67,20
146,67,11
147,67,9
148,68,16
149,68,5
150,68,14
151,69,15
152,69,16
153,69,9
154,70,20
155,70,7
156,70,11
157,170,10
158,170,7
159,170,11
160,171,20
161,171,16
162,171,15
163,172,2
164,172,11
165,172,7
166,173,2
167,173,5
168,173,11
169,174,1
170,174,5
171,174,7
172,217,10
173,217,19
174,217,21
175,218,10
176,218,3
177,218,8
178,219,10
179,219,19
180,219,4
181,220,11
182,220,10
183,220,19
184,221,10
185,221,19
186,221,3
187,222,11
188,222,16
189,222,9
190,223,15
191,223,20
192,223,9
193,224,11
194,224,19
195,224,4
196,225,20
197,225,15
198,225,16
199,226,11
200,226,13
201,226,9
202,227,3
203,227,4
204,227,19
205,228,15
206,228,11
207,228,9
208,229,15
209,229,7
210,229,11
211,230,2
212,230,5
213,230,7
214,231,4
215,231,11
216,231,9
217,232,20
218,232,15
219,232,9
220,233,10
221,233,4
222,233,19
223,234,11
224,234,10
225,234,19
226,235,2
227,235,6
228,235,11
229,236,20
230,236,16
231,236,20
232,237,1
233,237,5
234,237,11
235,238,2
236,238,9
237,238,11
238,239,5
239,239,1
240,239,7
241,240,2
242,240,5
243,240,11
244,241,1
245,241,5
246,241,7
247,11,3
248,11,5
249,11,11
250,11,3
251,11,5
252,11,11
253,14,11
254,14,15
255,14,16
256,15,11
257,15,15
258,15,16
259,16,4
260,16,11
261,16,15
262,33,4
263,33,15
264,33,16
265,34,4
266,34,15
267,37,1
268,37,11
269,37,15
270,38,1
271,38,11
272,38,15
273,103,10
274,103,11
275,103,19
276,107,10
277,107,11
278,107,8
279,109,10
280,109,11
281,109,8
282,112,10
283,112,11
284,112,8
285,114,16
286,114,10
287,114,11
288,115,10
289,115,11
290,115,19
291,121,10
292,121,11
293,121,19
294,122,10
295,122,11
296,122,19
297,123,20
298,123,2
299,123,10
300,125,10
301,125,21
302,125,11
303,128,10
304,128,21
305,128,11
306,131,10
307,131,21
308,131,11
309,135,32
310,135,23
311,135,5
312,136,32
313,136,23
314,136,5
315,137,32
316,137,23
317,137,5
318,138,21
319,138,11
320,138,23
321,139,21
322,139,11
323,139,23
324,142,16
325,142,23
326,142,11
327,144,16
328,144,23
329,144,11
330,146,16
331,146,23
332,146,11
333,147,23
334,147,10
335,147,11
336,148,23
337,148,10
338,148,11
339,149,23
340,149,10
341,149,11
342,150,4
343,150,11
344,150,21
345,151,4
346,151,11
347,151,21
348,152,4
349,152,11
350,152,21
351,153,13
352,153,4
353,153,11
354,154,4
355,154,11
356,154,21
357,155,13
358,155,4
359,155,11
360,156,13
361,156,4
362,156,11
363,157,13
364,157,4
365,157,11
366,158,13
367,158,4
368,158,11
369,159,4
370,159,11
371,159,21
372,160,13
373,160,4
374,160,11
375,161,13
376,161,4
377,161,11
378,162,4
379,162,11
380,162,21
381,163,13
382,163,4
383,163,11
384,164,13
385,164,4
386,164,11
387,165,24
388,165,23
389,165,25
390,166,24
391,166,23
392,166,25
393,167,10
394,167,11
395,167,13
396,168,24
397,168,23
398,168,25
399,169,24
400,169,23
401,169,25
402,267,15
403,267,16
404,267,25
405,268,15
406,268,16
407,268,25
408,269,15
409,269,16
410,269,25
411,270,15
412,270,16
413,270,25
414,271,15
415,271,16
416,271,25
417,272,15
418,272,16
419,272,25
420,273,15
421,273,16
422,273,25
423,274,15
424,274,16
425,274,25
426,275,15
427,275,16
428,275,25
429,276,15
430,276,16
431,276,25
432,277,10
433,277,11
434,277,19
435,278,10
436,278,11
437,278,19
438,279,10
439,279,11
440,279,19
441,280,10
442,280,11
443,280,19
444,281,33
445,281,19
446,281,18
447,282,15
448,282,16
449,282,9
450,283,15
451,283,16
452,283,9
453,284,15
454,284,13
455,284,9
456,285,15
457,285,16
458,285,20
459,286,15
460,286,16
461,286,20
462,97,11
463,97,13
464,97,14
465,99,11
466,99,13
467,99,19
468,104,11
469,104,13
470,104,19
471,105,5
472,105,11
473,105,18
474,106,14
475,106,17
476,106,32
477,108,17
478,108,23
479,108,33
480,110,14
481,110,17
482,110,19
483,111,11
484,111,13
485,111,33
486,113,13
487,113,14
488,113,17
489,116,10
490,116,13
491,116,21
492,117,28
493,117,30
494,117,33
495,118,11
496,118,14
497,118,33
498,120,13
499,120,14
500,120,26
501,124,5
502,124,18
503,124,23
504,126,5
505,126,18
506,126,23
507,127,14
508,127,18
509,127,29
510,129,1
511,129,11
512,129,13
513,130,17
514,130,23
515,130,32
516,132,4
517,132,10
518,132,13
519,133,13
520,133,14
521,133,16
522,134,8
523,134,15
524,134,25
525,140,15
526,140,16
527,140,20
528,141,9
529,141,15
530,141,16
531,143,10
532,143,11
533,143,12
534,145,1
535,145,6
536,145,23
